Id	Name	Department
2283	"Robertson, Allison Gilbert"	Psychiatry & Behavioral Sciences
2284	"Robisheaux, Thomas"	History
2285	"Rodger, Susan H."	Computer Science
2286	"Roizen, Jennifer Lyn"	Chemistry
2287	"Roos, Justus Erasmus"	Radiology
2288	"Roselle, Laura"	DeWitt Wallace Center for Media and Democracy
2289	"Stiber, Jonathan Andrew"	Medicine
2290	"Rosette, Ashleigh Shelby"	Fuqua School of Business
2291	"Ross, Elizabeth Fromm"	Community and Family Medicine
2292	"Roth, Christopher John"	Radiology
2293	"Roth, Susan"	Psychology and Neuroscience
2294	"Roth, Virginia Louise"	Biology
2295	"Smith, Kathleen Kovalevski"	Biology
2296	"Rowe, C. Kavin"	Divinity School
2297	"Roy, Christopher P."	Chemistry
2298	"Rubio-Ramirez, Juan F."	Economics
2299	"Ruef, Martin"	Sociology
2300	"Ruppert, Phillip D."	Psychiatry & Behavioral Sciences
2301	"Rydin-Gray, Sofia"	Psychiatry & Behavioral Sciences
2302	"Ryser, Marc Daniel"	Mathematics
2303	"Saban, Daniel Raphael"	Ophthalmology
2304	"Sadowski, Philipp"	Economics
2305	"Sanders, Seth G."	Economics
2306	"Sanford, David H."	Philosophy
2307	"Sanoff, Scott L"	Medicine
2308	"Schmid, Amy K."	Biology
2309	"Schmid, Lukas M."	Fuqua School of Business
2310	"Schoen, Chadmark L."	Mathematics
2311	"Scholberg, Kate"	Physics
2312	"Walter, Christopher"	Physics
2313	"Schultz, Thomas Fred"	Marine Science and Conservation
2314	"Schwendimann, Rene"	School of Nursing
2315	"Scovazzi, Guglielmo"	Civil and Environmental Engineering
2316	"Seaman, William"	Art
2317	"Shah, Purnima"	Dance
2318	"Shang, Kevin H."	Fuqua School of Business
2319	"Shapiro - Garza, Elizabeth"	Environmental Sciences and Policy
2320	"Sharma, Poonam"	Medicine
2321	"Sharp, Jack Kevin"	Pediatrics
2322	"Shaw, A. Jonathan"	Biology
2323	"Sheets, Charles Z"	Community and Family Medicine
2324	"Shenolikar, Shirish"	Psychiatry & Behavioral Sciences
2325	"Sherrier, Robert Henry"	Radiology
2326	"Sherwood, Nina Tang"	Biology
2327	"Sidhu, Kulbir"	Radiation Oncology
2328	"Siedow, James N."	Biology
2329	"Siegel, David Aaron"	Political Science
2330	"Silliman, Brian Reed"	Marine Science and Conservation
2331	"Silverblatt, Irene"	Cultural Anthropology
2332	"Sinnott-Armstrong, Walter"	Philosophy
2333	"Sitkin, Sim B."	Fuqua School of Business
2334	"Smith, Barbara H."	Literature
2335	"Snyderman, Ralph"	Medicine
2336	"So, Anthony"	Sanford School of Public Policy
2337	"Sobolewski, Craig Joseph"	Obstetrics and Gynecology
2338	"Somjen, George G."	Cell Biology
2339	"Voyvodic, James Turner"	Radiology
2340	"Song, Jing-Sheng"	Fuqua School of Business
2341	"Zipkin, Paul H."	Fuqua School of Business
2342	"Sosin, Joshua D."	Classical Studies
2343	"Spector, Andrew"	Neurology
2344	"Stallings, Amy Polen"	Pediatrics
2345	"Starmer, Charles F."	Biostatistics & Bioinformatics
2346	"Steinberg, David Marc"	Pathology
2347	"Stephens, Kristen R."	Education
2348	"Stern, Mark A."	Mathematics
2349	"Stern, Philip J."	History
2350	"Stiff-Roberts, Adrienne"	Electrical and Computer Engineering
2351	"Stiles, Kristine"	Art
2352	"Sullivan, Beth Ann"	Molecular Genetics and Microbiology
2353	"Sun, Tai-ping"	Biology
2354	"Sun, Xiaobai"	Computer Science
2355	"Supko, John Peter"	Music
2356	"Swinney, Robert P"	Fuqua School of Business
2357	"Tang, Shenglan"	Medicine
2358	"Tatum, Gregory Howard"	Pediatrics
2359	"Yildirim, Huseyin"	Economics
2360	"Taylor, Steve M"	Medicine
2361	"Teitsworth, Stephen W."	Physics
2362	"Tesson Jr., Alan Ray"	Medicine
2363	"Thomann, Wayne R."	Community and Family Medicine
2364	"Thomas, Cathy Wall"	Anesthesiology
2365	"Thomas, John E."	Physics
2366	"Thorne, Susan"	History
2367	"Tiryakian, Edward A."	Sociology
2368	"Toffaletti, John Griffith"	Pathology
2369	"Toniolo, Gianni"	Economics
2370	"Virshup, David Marc"	Pediatrics
2371	"Torgovnick, Marianna"	English
2372	"Trivedi, Kishor S."	Electrical and Computer Engineering
2373	"Trotter, Kathryn Jane"	School of Nursing
2374	"Tuna, Mustafa Ozgur"	Slavic and Eurasian Studies
2375	"Turner, Elizabeth Louise"	Biostatistics & Bioinformatics
2376	"Ulshen, Martin Howard"	Pediatrics
2377	"Uyenoyama, Marcy K."	Biology
2378	"Vaisey, Stephen Bradley"	Sociology
2379	"Vallero, Daniel"	Pratt School of Engineering
2380	"Varas Greene, Luis Felipe"	Fuqua School of Business
2381	"Vashishtha, Rahul"	Fuqua School of Business
2382	"Velkey, John Matthew"	Cell Biology
2383	"Venkatasubramani, Narayanan"	Pediatrics
2384	"Vincent, Jeffrey R."	Environmental Sciences and Policy
2385	"Virgin, Lawrence N."	Mechanical Engineering and Materials Science
2386	"Witelski, Thomas Peter"	Mathematics
2387	"Vithala, Madhuri Venkata"	Medicine
2388	"Vogel, Steven"	Biology
2389	"Volkan, Pelin Cayirlioglu"	Biology
2390	"Von Ramm, Olaf T."	Biomedical Engineering
2391	"Waeber, Jacqueline Rebecca"	Music
2392	"Wagner, J. Ross"	Divinity School
2393	"Wall, Christine Elizabeth"	Evolutionary Anthropology
2394	"Wang, Qiu"	Chemistry
2395	"Wechsler, Stephanie Burns"	Pediatrics
2396	"Wei, Yehua"	Fuqua School of Business
2397	"Wernegreen, Jennifer Jo"	Environmental Sciences and Policy
2398	"West, Jennifer L"	Biomedical Engineering
2399	"Whitener, Stephanie Kay"	Anesthesiology
2400	"Whitt, Irene"	Medicine
2401	"Whorton, Augustus Richard"	Pharmacology & Cancer Biology
2402	"Widenhoefer, Ross A."	Chemistry
2403	"Wigfall, Delbert Raye"	Pediatrics
2404	"Wilbourn, Makeba Parramore"	Psychology and Neuroscience
2405	"Williams, Blythe A."	Evolutionary Anthropology
2406	"Wilson, Ara"	Women's Studies
2407	"Wilson, John"	Sociology
2408	"Wilson, William G."	Biology
2409	"Winkler, Robert L."	Fuqua School of Business
2410	"Wirzba, Norman"	Divinity School
2411	"Wong, David B."	Philosophy
2412	"Wong, Fulton"	Ophthalmology
2413	"Wood, Kris Cameron"	Pharmacology & Cancer Biology
2414	"Woodward, Julia Taylor"	Psychiatry & Behavioral Sciences
2415	"Wu, Yuan"	Biostatistics & Bioinformatics
2416	"Xu, Yi"	Economics
2417	"Yang, Chung-Hui"	Neurobiology
2418	"Yang, Xiaowei"	Computer Science
2419	"Yap, Tracey Lee-Ann"	School of Nursing
2420	"Yin, Henry"	Psychology and Neuroscience
2421	"Yokoyama, Kenichi"	Biochemistry
2422	"York, John David"	Pharmacology & Cancer Biology
2423	"Zavlanos, Michail"	Mechanical Engineering and Materials Science
2424	"Zhang, Xuefeng"	Pathology
2425	"Zychowicz, Michael Edward"	School of Nursing
