id,size,name,mod_class,department,dept_id,x,y,fixed
304,41.3,"Xian, Ying",0,Medicine,39,2998.46,-178.46,TRUE
305,40.0,"Al-Hegelan, Mashael",10,Medicine,39,178.43,268.95,TRUE
306,41.0,"Tighe, Robert Matthew",1,Medicine,39,1265.83,-1380.47,TRUE
307,40.8,"Cheifetz, Ira Marc",6,Pediatrics,48,1881.97,1678.89,TRUE
308,41.9,"Ozment, Caroline Pinson",10,Pediatrics,48,-433.16,-73.54,TRUE
309,41.5,"Rehder, Kyle Jason",6,Pediatrics,48,1259.40,1049.60,TRUE
310,40.4,"Turner, David Ashley",6,Pediatrics,48,1412.53,1497.39,TRUE
311,41.2,"Huang, Yuh-Chin Tony",10,Medicine,39,409.81,1363.25,TRUE
312,41.2,"MacIntyre Jr., Neil Ross",6,Medicine,39,1647.33,1418.66,TRUE
313,42.1,"Ali-Osman, Francis",10,Surgery,68,853.24,682.13,TRUE
314,41.7,"Ilyasova, Dora",1,Community and Family Medicine,14,1933.45,822.31,TRUE
315,41.2,"Paschen, Wulf",6,Anesthesiology,2,1144.39,1807.41,TRUE
316,40.8,"Pearlstein, Robert D.",10,Surgery,68,632.29,750.57,TRUE
317,41.2,"Yang, Wei",6,Anesthesiology,2,1185.48,1768.53,TRUE
318,40.0,"Dewhirst, Mark Wesley",2,Radiation Oncology,57,2369.53,-595.90,TRUE
319,41.0,"Hernandez, Adrian Felipe",0,Medicine,39,3988.42,-402.66,TRUE
320,40.8,"Thomas, Kevin Lindsey",0,Medicine,39,1567.76,-1233.50,TRUE
321,45.2,"Jones, Robert H.",0,Surgery,68,1970.90,-857.70,TRUE
322,42.9,"Mark, Daniel Benjamin",0,Medicine,39,3673.75,-546.73,TRUE
323,40.4,"Schmidler, Gillian Denise  Sanders",0,Medicine,39,2762.02,185.84,TRUE
324,40.0,"Kim, Raymond J.",0,Medicine,39,2664.34,79.11,TRUE
325,40.0,"Douglas, Pamela Susan",0,Medicine,39,3333.42,-421.87,TRUE
326,40.2,"Kosinski, Andrzej Stanislaw",0,Biostatistics & Bioinformatics,9,2617.97,-35.49,TRUE
327,44.6,"Eapen, Zubin John",0,Medicine,39,3194.46,-639.94,TRUE
328,43.3,"Hranitzky, Patrick M.",6,Medicine,39,2093.78,2877.51,TRUE
329,41.0,"Koontz, Jason",10,Medicine,39,813.10,998.50,TRUE
330,40.4,"Shah, Svati Hasmukh",2,Medicine,39,1150.12,520.31,TRUE
331,40.2,"Lokhnygina, Yuliya Vladimirovna",0,Biostatistics & Bioinformatics,9,1503.45,55.03,TRUE
332,46.7,"Jackson, Kevin Patrick",0,Medicine,39,2252.92,-419.43,TRUE
333,43.5,"Hegland, Donald Dale",6,Medicine,39,2516.61,1993.40,TRUE
334,40.4,"Anderson, Monique",4,Medicine,39,-1860.76,-2630.72,TRUE
335,41.5,"Chatterjee, Ranee",0,Medicine,39,1187.02,1322.11,TRUE
336,40.8,"Dupre, Matthew Egan",5,Community and Family Medicine,14,230.66,127.36,TRUE
337,42.1,"Pun, Patrick Hank",6,Medicine,39,1072.96,1183.23,TRUE
338,41.2,"Eisenstein, Eric Leo",0,Medicine,39,972.99,969.35,TRUE
339,43.1,"Johnson, Frederick Salvatore",10,Community and Family Medicine,14,-258.70,370.89,TRUE
340,40.0,"Allen, Andrew Scott",2,Biostatistics & Bioinformatics,9,1699.50,6.91,TRUE
341,40.0,"Goldstein, David Benjamin",2,Molecular Genetics and Microbiology,40,1813.68,778.66,TRUE
342,40.8,"Heinzen-Cox, Erin Lynne",2,Medicine,39,2295.34,1130.16,TRUE
343,40.8,"Need, Anna Christina",6,Medicine,39,815.67,2357.34,TRUE
344,40.6,"Shashi, Vandana",6,Pediatrics,48,1332.96,1861.39,TRUE
345,40.0,"Fowler Jr., Vance Garrison",2,Medicine,39,1564.42,-429.71,TRUE
346,43.8,"Allen, Barry W.",1,Anesthesiology,2,955.96,-475.96,TRUE
347,40.0,"Piantadosi, Claude Anthony",2,Medicine,39,2376.06,-2153.61,TRUE
348,40.0,"Kraus, William Erle",0,Medicine,39,1657.33,490.94,TRUE
349,41.7,"Dahl, Jeremy",6,Biomedical Engineering,8,2086.99,3134.96,TRUE
350,41.3,"Trahey, Gregg E.",6,Biomedical Engineering,8,2168.35,3212.91,TRUE
351,40.4,"Li, Yi-Ju",2,Biostatistics & Bioinformatics,9,950.84,154.06,TRUE
352,40.6,"Lien, Lillian Frances",0,Medicine,39,-93.76,936.60,TRUE
353,41.5,"Lin, Pao-Hwa",0,Medicine,39,-189.39,1478.57,TRUE
354,40.4,"Svetkey, Laura Pat",0,Medicine,39,48.86,1301.41,TRUE
355,41.3,"Blackwell, Kimberly Lynn",1,Medicine,39,2175.51,363.31,TRUE
356,40.6,"Kimmick, Gretchen Genevieve",1,Medicine,39,1832.45,1119.13,TRUE
357,40.0,"Marcom, Paul Kelly",1,Medicine,39,2179.75,-289.15,TRUE
358,40.4,"Turkington, Timothy Garvey",1,Radiology,58,3015.05,2270.89,TRUE
359,40.0,"Pieper, Carl F.",6,Biostatistics & Bioinformatics,9,-3.07,2529.16,TRUE
360,42.3,"Allen, Kelli Dominick",0,Medicine,39,-226.25,1649.47,TRUE
361,42.5,"Coffman, Cynthia Jan",0,Biostatistics & Bioinformatics,9,-351.29,1351.90,TRUE
362,42.3,"Datta, Santanu Kumar",0,Medicine,39,-642.82,1320.90,TRUE
363,41.5,"Sperber, Nina",0,Medicine,39,-743.91,928.55,TRUE
364,41.0,"Strauss, Jennifer Leigh",6,Psychiatry & Behavioral Sciences,55,178.52,2897.10,TRUE
365,40.4,"Yancy Jr., William Samuel",0,Medicine,39,-163.20,1588.59,TRUE
366,41.7,"Edelman, David Edward",0,Medicine,39,-97.35,1517.06,TRUE
367,46.3,"Hall, Katherine Shepherd",0,Medicine,39,221.82,1551.84,TRUE
368,40.2,"Hoenig, Helen Marie",10,Medicine,39,-106.78,1213.41,TRUE
369,40.2,"Maciejewski, Matthew Leonard",0,Medicine,39,319.51,1941.25,TRUE
370,40.0,"Voils, Corrine Ione",0,Medicine,39,-225.59,1214.98,TRUE
371,40.8,"Goode, Adam Payne",3,Community and Family Medicine,14,778.28,3065.80,TRUE
372,40.2,"Corsino, Leonor Adalgisa",0,Medicine,39,365.28,277.22,TRUE
373,40.2,"Allen, Nancy Bates",5,Medicine,39,-1880.49,-1662.62,TRUE
374,40.0,"St. Clair, Eugene William",2,Medicine,39,1083.38,-436.00,TRUE
375,41.3,"Clowse, Megan Elizabeth Bowles",10,Medicine,39,903.35,1076.00,TRUE
376,40.6,"Allen, Terrence Kelburn",0,Anesthesiology,2,489.52,85.42,TRUE
377,40.8,"Habib, Ashraf Samir",0,Anesthesiology,2,1447.55,1103.91,TRUE
378,42.3,"Small, Maria Jacqueline",10,Obstetrics and Gynecology,44,607.63,608.68,TRUE
379,41.5,"Jones, Cheryl Ann",0,Anesthesiology,2,-623.63,-1908.91,TRUE
380,40.4,"Brown, Haywood Laverne",6,Obstetrics and Gynecology,44,1397.90,1382.96,TRUE
381,40.2,"Gan, Tong Joo",0,Anesthesiology,2,1069.32,-18.27,TRUE
382,40.8,"Muir, Holly Ann",5,Anesthesiology,2,-1183.37,-1549.63,TRUE
383,40.6,"Peterson-Layne, Cathleen Louise",4,Anesthesiology,2,-2695.50,-3194.31,TRUE
384,41.2,"Feng, Liping",6,Obstetrics and Gynecology,44,1547.23,1447.45,TRUE
385,40.4,"Murtha, Amy Patricia",6,Obstetrics and Gynecology,44,1843.68,2023.70,TRUE
386,41.5,"Allingham, Robert Rand",2,Ophthalmology,45,1919.63,321.37,TRUE
387,40.8,"Challa, Pratap",2,Ophthalmology,45,1116.23,-1565.22,TRUE
388,40.8,"Herndon Jr., Leon Walker",7,Ophthalmology,45,639.94,717.69,TRUE
389,40.2,"Liu, Yutao",2,Medicine,39,2026.83,307.61,TRUE
390,41.2,"Katsanis, Nicholas",2,Cell Biology,10,2935.94,-1222.85,TRUE
391,41.2,"Klintworth, Gordon Kenneth",2,Pathology,47,1762.18,-1693.18,TRUE
392,40.0,"Bowes Rickman, Catherine",2,Ophthalmology,45,1326.61,-1705.52,TRUE
393,42.3,"Asrani, Sanjay Girdhari",7,Ophthalmology,45,30.34,2046.19,TRUE
394,41.9,"Klitzman, Bruce",2,Surgery,68,1729.35,930.16,TRUE
395,41.9,"Rosdahl, Jullia Ann",5,Ophthalmology,45,-730.91,-1129.90,TRUE
396,40.8,"Chiba-Falek, Ornit",2,Neurology,43,1265.31,1298.76,TRUE
397,41.0,"Roses, Allen D.",2,Neurology,43,1845.34,875.55,TRUE
398,40.2,"Welsh-Bohmer, Kathleen Anne",6,Psychiatry & Behavioral Sciences,55,1188.97,2744.94,TRUE
399,40.4,"Whitfield, Keith E.",6,Psychology and Neuroscience,56,-317.42,1717.47,TRUE
400,41.7,"McKinnon, Stuart James",5,Ophthalmology,45,-845.70,-1173.49,TRUE
401,40.6,"Muir, Kelly Walton",7,Ophthalmology,45,-580.14,2450.84,TRUE
402,40.6,"Young, Terri Lois",7,Ophthalmology,45,558.54,2507.85,TRUE
403,41.0,"Stamer, W Daniel",6,Ophthalmology,45,1919.88,1822.65,TRUE
404,40.0,"Oh, Edwin",2,Neurology,43,2858.55,-1421.35,TRUE
405,40.0,"Alman, Benjamin Aaron",2,Orthopaedics,46,2168.72,-2076.51,TRUE
406,40.0,"Almekinders, Louis Cornelis",4,Orthopaedics,46,-2753.88,-2421.93,TRUE
407,40.8,"Alspaugh II, James Andrew",2,Medicine,39,2417.79,-463.64,TRUE
408,43.5,"Cox, Gary Matthew",2,Medicine,39,740.10,-889.34,TRUE
409,40.8,"Stout, Jason Eric",2,Medicine,39,724.88,278.46,TRUE
410,40.6,"Beese, Lorena Sue",2,Biochemistry,6,2795.38,-1849.74,TRUE
411,44.0,"Hellinga, Homme Wytzes",2,Biochemistry,6,2441.17,-1705.67,TRUE
412,40.2,"Dietrich, Fred Samuel",2,Molecular Genetics and Microbiology,40,2881.74,632.69,TRUE
413,40.2,"Altomare, Ivy Paige",5,Medicine,39,-412.38,-765.08,TRUE
414,40.6,"Blobe, Gerard Conrad",2,Medicine,39,2075.10,-869.60,TRUE
415,40.8,"Hsu, Shiao-Wen David",1,Medicine,39,1786.50,-1014.46,TRUE
416,40.8,"Hurwitz, Herbert Ira",1,Medicine,39,2727.07,614.17,TRUE
417,40.2,"Morse, Michael Aaron",1,Medicine,39,2495.99,-359.06,TRUE
418,40.8,"Sutton, Linda Marie",4,Medicine,39,-2028.41,-2562.26,TRUE
419,41.5,"Amaldoss, Wilfred",11,Fuqua School of Business,30,-965.19,-2301.47,TRUE
420,41.2,"Dodge, Kenneth A.",6,Sanford School of Public Policy,61,757.90,2486.32,TRUE
421,41.2,"Ambrus, Attila",12,Economics,24,-3045.09,-230.50,TRUE
422,41.2,"Ames, Warwick Aubrey",0,Anesthesiology,2,237.67,-1361.58,TRUE
423,40.6,"Hill, Kevin Dennis",0,Pediatrics,48,2673.41,-470.63,TRUE
424,40.0,"Jooste, Edmund Hilton",4,Anesthesiology,2,-2101.79,-2649.34,TRUE
425,44.0,"Amundsen, Cindy Louise",10,Obstetrics and Gynecology,44,698.40,1898.49,TRUE
426,43.6,"Grill, Warren M.",6,Biomedical Engineering,8,1896.52,1807.80,TRUE
427,42.1,"Webster, George David",10,Surgery,68,833.76,1392.15,TRUE
428,54.4,"Siddiqui, Nazema Yusuf",6,Obstetrics and Gynecology,44,836.18,1971.35,TRUE
429,45.2,"Weidner, Alison Catherine",6,Obstetrics and Gynecology,44,1395.47,1181.31,TRUE
430,51.3,"Visco, Anthony Gabriele",0,Obstetrics and Gynecology,44,819.08,851.88,TRUE
431,82.2,"Kawasaki, Amie",10,Obstetrics and Gynecology,44,367.58,832.75,TRUE
432,41.5,"Krystal, Andrew Darrell",6,Psychiatry & Behavioral Sciences,55,1024.54,1104.80,TRUE
433,43.1,"Preud' homme, Xavier A.",6,Psychiatry & Behavioral Sciences,55,383.23,2154.34,TRUE
434,70.9,"Ananat, Elizabeth Oltmans",10,Sanford School of Public Policy,61,-281.75,522.02,TRUE
435,41.3,"Gassman-Pines, Anna",10,Sanford School of Public Policy,61,-9.02,1590.82,TRUE
436,61.5,"Gibson-Davis, Christina M.",6,Sanford School of Public Policy,61,693.97,2206.18,TRUE
437,40.8,"Anderson, Deverick John",6,Medicine,39,907.29,2150.74,TRUE
438,40.0,"Cunningham, Coleen Kathryn",10,Pediatrics,48,-165.87,-345.88,TRUE
439,43.5,"Hendershot, Edward Ferguson",4,Medicine,39,-4720.50,-4759.07,TRUE
440,40.8,"Sangvai, Devdutta Gangadhar",8,Community and Family Medicine,14,-2585.23,1100.43,TRUE
441,40.2,"Tsalik, Ephraim",2,Medicine,39,931.76,-591.87,TRUE
442,40.4,"Chen, Luke Francis",6,Medicine,39,1707.74,1624.20,TRUE
443,40.8,"Sexton, Daniel John",2,Medicine,39,1285.10,-5.46,TRUE
444,42.1,"Wolfe, Cameron Robert",5,Medicine,39,-389.26,-878.11,TRUE
445,40.0,"Schmader, Kenneth Edwin",8,Medicine,39,-564.49,671.61,TRUE
446,40.2,"Davis Jr., Robert Duane",1,Surgery,68,1439.28,-585.51,TRUE
447,40.0,"Onaitis, Mark William",0,Surgery,68,2078.68,-534.62,TRUE
448,40.2,"Snyder, Laurie Dee",1,Medicine,39,1390.53,-683.19,TRUE
449,41.7,"Moehring, Rebekah",2,Medicine,39,991.57,62.40,TRUE
450,44.6,"Ming, David Yung",4,Medicine,39,-4588.91,-4630.75,TRUE
451,41.5,"Vaslef, Steven Nicholas",1,Surgery,68,213.90,-726.89,TRUE
452,46.9,"Harrison, John Kevin",0,Medicine,39,3232.29,-512.24,TRUE
453,42.1,"Joyce, Maria Josephine",4,Medicine,39,-3230.26,-3857.36,TRUE
454,41.7,"Anderson, Kristin Ann",10,Pharmacology & Cancer Biology,49,1125.34,201.02,TRUE
455,41.5,"Hirschey, Matthew",2,Medicine,39,2611.85,-367.48,TRUE
456,40.0,"Newgard, Christopher Bang",2,Pharmacology & Cancer Biology,49,2191.21,-852.06,TRUE
457,40.0,"Stevens, Robert David",2,Medicine,39,1749.29,-79.95,TRUE
458,40.0,"Anderson, Ruth A.",12,School of Nursing,63,-1196.09,2261.39,TRUE
459,40.0,"Bailey Jr., Donald Etheridge",12,School of Nursing,63,-895.12,1951.64,TRUE
460,40.0,"Docherty, Sharron Lee",12,School of Nursing,63,-981.71,1772.77,TRUE
461,40.2,"McConnell, Eleanor Schildwachter",12,School of Nursing,63,-1197.53,1566.59,TRUE
462,40.4,"Short, Nancy Munn",12,School of Nursing,63,-2830.08,-87.86,TRUE
463,40.2,"Corazzini, Kirsten N",12,School of Nursing,63,-1298.94,2042.13,TRUE
464,40.6,"Colon-Emeric, Cathleen Sellner",8,Medicine,39,-753.65,1907.93,TRUE
465,40.0,"Granger, Bradi Bartrug",12,School of Nursing,63,-760.65,1019.88,TRUE
466,43.1,"Galanos, Anthony Nicholas",4,Medicine,39,-2639.59,-2909.46,TRUE
467,41.2,"Day, Lisa J",12,School of Nursing,63,-526.13,-1601.92,TRUE
468,41.5,"Pinheiro, Sandro Oliveira",8,Medicine,39,-955.74,1658.55,TRUE
469,40.2,"Steinhauser, Karen E.",6,Medicine,39,-673.96,1778.50,TRUE
470,44.2,"Andolsek, Kathryn Marijoan",8,Community and Family Medicine,14,-1250.33,1464.52,TRUE
471,40.0,"Frush, Karen Sue Hamilton",8,Pediatrics,48,-2130.44,1167.21,TRUE
472,40.8,"Griffith, Brian Carey",8,Medicine,39,-2456.97,-429.13,TRUE
473,40.6,"Stephany, Alyssa Marie",8,Pediatrics,48,-2635.96,-147.34,TRUE
474,40.0,"Dzau, Victor J.",8,Medicine,39,-1630.58,1139.72,TRUE
475,41.3,"Murphy, Gwendolyn Curtis",8,Community and Family Medicine,14,-2200.06,1267.55,TRUE
476,40.0,"Nagler, Alisa",8,Medical Education,38,-1511.20,923.26,TRUE
477,42.1,"Weinerth, John Louis",8,Surgery,68,-2625.87,976.19,TRUE
478,42.3,"Boggan, Joel",10,Medicine,39,-159.93,658.88,TRUE
479,40.8,"Andrews, Nancy Catherine",2,Pediatrics,48,1923.67,-1401.89,TRUE
480,40.0,"Angold, Adrian Christopher",6,Psychiatry,54,1844.44,2167.30,TRUE
481,40.4,"Copeland, William Everett",6,Psychiatry,54,1259.05,2965.55,TRUE
482,40.4,"Costello, Elizabeth Jane",6,Psychiatry,54,936.87,2944.74,TRUE
483,41.0,"Egger, Helen Link",6,Psychiatry,54,784.26,2653.12,TRUE
484,41.0,"Erkanli, Alaattin",2,Biostatistics & Bioinformatics,9,616.00,-714.83,TRUE
485,40.4,"Patkar, Ashwin Anand",10,Psychiatry & Behavioral Sciences,55,294.43,1183.67,TRUE
486,41.0,"Angrist, Misha",2,Social Science Research Institute,65,1758.16,-2458.96,TRUE
487,49.0,"Davis, Erica Ellen",2,Pediatrics,48,2235.21,597.04,TRUE
488,40.0,"Jiang, Yong-Hui",2,Pediatrics,48,2046.37,65.35,TRUE
489,40.0,"Kawamoto, Kensaku",4,Community and Family Medicine,14,-3170.35,-3055.11,TRUE
490,42.9,"Lobach, David Franklin",4,Community and Family Medicine,14,-4880.01,-4667.84,TRUE
491,42.5,"Olsen, Elise Arline",1,Dermatology,18,1562.40,840.75,TRUE
492,41.3,"Felker, Gary Michael",0,Medicine,39,3911.66,-493.64,TRUE
493,40.4,"Patel, Uptal Dinesh",0,Medicine,39,1964.71,212.79,TRUE
494,41.2,"Cowper, Patricia Agnes",0,Medicine,39,496.76,-1122.15,TRUE
495,41.5,"Chu, Vivian Hou",0,Medicine,39,1619.36,79.39,TRUE
496,40.6,"Corey, Gordon Ralph",6,Medicine,39,1894.05,2093.00,TRUE
497,40.8,"Crowley, Anna Lisa Chamis",0,Medicine,39,549.57,-1000.78,TRUE
498,40.2,"Holland, Thomas Lawrence",4,Medicine,39,-3602.29,-4230.75,TRUE
499,42.5,"Samad, Zainab",0,Medicine,39,2079.99,164.56,TRUE
500,40.0,"Morrison, Lake Daniel",5,Medicine,39,-634.86,-1102.42,TRUE
501,40.4,"Sundy, John Sargent",1,Medicine,39,489.91,1012.22,TRUE
502,40.0,"Reed, Shelby Derene",1,Medicine,39,193.88,-164.12,TRUE
503,41.5,"Anthony, Kelly Kosobucki",5,Psychiatry,54,-769.10,-265.94,TRUE
504,40.6,"Schanberg, Laura Eve",10,Pediatrics,48,-162.42,1130.30,TRUE
505,40.4,"Bonner, Melanie Jean",1,Psychiatry,54,1290.97,832.35,TRUE
506,41.3,"Anton, James J.",5,Fuqua School of Business,30,-2039.46,-125.52,TRUE
507,41.5,"Lewis, Tracy R.",5,Fuqua School of Business,30,-2030.60,-355.92,TRUE
508,42.1,"Appelbaum, Lawrence Gregory",2,Psychiatry & Behavioral Sciences,55,-320.25,-2643.50,TRUE
509,41.9,"Woldorff, Marty G.",6,Psychiatry & Behavioral Sciences,55,2032.58,2047.41,TRUE
510,42.3,"Applegate, Katherine Lynn",5,Psychiatry & Behavioral Sciences,55,-515.60,-75.20,TRUE
511,42.5,"Grant, John Palmer",10,Surgery,68,-534.66,129.07,TRUE
512,43.8,"Friedman, Kelli E.",4,Psychiatry & Behavioral Sciences,55,-3312.26,-3947.43,TRUE
513,44.0,"Portenier, Dana Dale",6,Surgery,68,965.13,1388.71,TRUE
514,48.4,"Aquino, Wilkins",1,Civil and Environmental Engineering,12,2241.09,2521.14,TRUE
515,40.0,"Arcasoy, Murat Osman",1,Medicine,39,1076.56,-876.22,TRUE
516,42.9,"Boswell, Elizabeth Louise",1,Pathology,47,321.31,-132.45,TRUE
517,40.0,"Wang, Endi",1,Pathology,47,990.23,-360.48,TRUE
518,40.2,"Arce, Ayana T",6,Physics,51,2357.37,3293.96,TRUE
519,40.0,"Oh, Seog",6,Physics,51,2129.17,3390.96,TRUE
520,40.0,"Kotwal, Ashutosh V.",6,Physics,51,2417.43,3187.70,TRUE
521,40.0,"Goshaw, Alfred T.",6,Physics,51,2284.34,3208.77,TRUE
522,40.2,"Kruse, Mark Charles",6,Physics,51,2233.52,3311.60,TRUE
523,42.5,"Archer, Gerald Edward",2,Surgery,68,2577.11,-1894.07,TRUE
524,42.7,"Desjardins, Annick",1,Neurology,43,2872.97,314.37,TRUE
525,40.6,"Friedman, Henry Seth",1,Surgery,68,2610.03,821.93,TRUE
526,40.0,"Sampson, John Howard",2,Surgery,68,2757.05,-1112.05,TRUE
527,40.8,"Nair, Smita Kesavan",2,Surgery,68,2012.93,-965.87,TRUE
528,41.3,"Reap, Elizabeth",2,Surgery,68,743.28,-1666.60,TRUE
529,40.0,"Tedder, Thomas Fletcher",2,Immunology,33,2259.10,-1471.76,TRUE
530,41.5,"Dannull, Jens O.",2,Surgery,68,1750.43,-797.67,TRUE
531,44.2,"Kuan, Chien-Tsun",2,Pathology,47,2467.12,-1933.99,TRUE
532,40.0,"Weinhold, Kent James",2,Surgery,68,1275.61,-368.67,TRUE
533,40.6,"Arcidiacono, Peter S.",12,Economics,24,-2896.19,1117.37,TRUE
534,40.8,"Khan, Shakeeb",12,Economics,24,-3238.43,786.40,TRUE
535,41.5,"Vigdor, Jacob L.",12,Sanford School of Public Policy,61,-1938.30,1283.63,TRUE
536,41.3,"Hotz, V. Joseph",12,Economics,24,-2918.91,526.87,TRUE
537,40.0,"Arepally, Gowthami Morey",10,Medicine,39,670.12,-366.58,TRUE
538,41.3,"Wiesner, Mark",6,Civil and Environmental Engineering,12,2418.92,2925.23,TRUE
539,40.0,"Welsby, Ian James",10,Anesthesiology,2,333.75,-535.24,TRUE
540,40.0,"Palmer Jr., Scott Michael",1,Medicine,39,1130.41,-1092.92,TRUE
541,40.0,"Ariely, Dan",10,Fuqua School of Business,30,-172.66,1311.11,TRUE
542,41.5,"Luce, Mary Frances",10,Fuqua School of Business,30,-422.44,1261.19,TRUE
543,40.0,"Cohen, Harvey Jay",1,Medicine,39,1385.18,886.82,TRUE
544,40.4,"Whitson, Heather Elizabeth",8,Medicine,39,-1720.25,923.56,TRUE
545,40.2,"Huber, Joel C.",11,Fuqua School of Business,30,-1235.85,-1400.17,TRUE
546,41.9,"Shah, Ankoor",10,Medicine,39,-529.64,549.01,TRUE
547,40.2,"Arlotto, Alessandro",5,Fuqua School of Business,30,-2098.71,-755.79,TRUE
548,50.6,"Armaleo, Daniele",10,Biology,7,-88.70,-429.70,TRUE
549,43.3,"Lutzoni, Francois M.",6,Biology,7,2567.94,2262.90,TRUE
550,43.1,"Armstrong, Andrew John",1,Medicine,39,2394.88,1589.65,TRUE
551,47.5,"Garcia-Blanco, Mariano Agustin",2,Molecular Genetics and Microbiology,40,2372.55,712.00,TRUE
552,40.0,"Madden, John Francis",10,Pathology,47,1722.16,382.87,TRUE
553,40.4,"Freedland, Stephen Jay",6,Surgery,68,2128.71,2589.99,TRUE
554,43.3,"Koontz, Bridget Fey",1,Radiation Oncology,57,3197.88,1325.17,TRUE
555,41.2,"Lee, William Robert",1,Radiation Oncology,57,3578.44,2033.51,TRUE
556,40.8,"Moul, Judd Wendell",1,Surgery,68,2559.94,1381.13,TRUE
557,40.2,"Polascik, Thomas James",6,Surgery,68,2327.95,2309.51,TRUE
558,44.6,"Robertson, Cary Nobles",1,Surgery,68,2427.37,1382.54,TRUE
559,40.4,"Halabi, Susan",1,Biostatistics & Bioinformatics,9,2251.64,728.84,TRUE
560,41.9,"Zaas, David William",1,Medicine,39,667.50,-484.79,TRUE
561,40.2,"Jaffe, Tracy Anne",1,Radiology,58,-782.24,1785.75,TRUE
562,40.2,"Armstrong, Brenda Estelle",4,Pediatrics,48,-3366.05,-3264.32,TRUE
563,40.4,"Armstrong, Michael Brannon",2,Pediatrics,48,1589.96,-2132.47,TRUE
564,41.2,"Lavau, Catherine Praxede",2,Pediatrics,48,1719.90,-1991.44,TRUE
565,40.8,"Wechsler, Daniel Steven Gary",2,Pediatrics,48,1178.56,-1476.33,TRUE
566,40.6,"Armstrong, Sarah Commisso",10,Pediatrics,48,-702.25,800.35,TRUE
567,40.2,"Silberberg, Mina Ruth",8,Community and Family Medicine,14,-1891.96,1383.16,TRUE
568,40.0,"Kemper, Alex Randall",10,Pediatrics,48,114.35,1200.68,TRUE
569,40.8,"Ostbye, Truls",6,Community and Family Medicine,14,1442.46,2914.68,TRUE
570,41.5,"Mangarelli, Caren",10,Pediatrics,48,-1003.06,-97.84,TRUE
571,41.2,"Aronson, Solomon",0,Anesthesiology,2,938.18,-1052.96,TRUE
572,40.0,"Babyak, Michael Alan",1,Psychiatry & Behavioral Sciences,55,374.62,994.69,TRUE
573,40.0,"Blumenthal, James Alan",1,Psychiatry & Behavioral Sciences,55,1354.78,642.90,TRUE
574,40.0,"D'Amico, Thomas Anthony",0,Surgery,68,2386.77,-366.41,TRUE
575,41.0,"Del Rio, Jose Mauricio",4,Anesthesiology,2,-3898.31,-4094.61,TRUE
576,41.2,"Gaca, Jeffrey Giles",0,Surgery,68,2426.58,-1100.33,TRUE
577,40.2,"Harpole Jr., David Harold",0,Surgery,68,1688.44,-1031.62,TRUE
578,41.0,"Hughes IV, George Charles",0,Surgery,68,3437.08,-645.15,TRUE
579,40.4,"Lodge, Andrew James",0,Surgery,68,1631.98,-119.85,TRUE
580,41.7,"Nicoara, Alina",0,Anesthesiology,2,964.58,-920.27,TRUE
581,45.9,"Sketch Jr., Michael Hugh",0,Medicine,39,1093.02,-332.69,TRUE
582,40.2,"Stafford-Smith, Mark",0,Anesthesiology,2,1643.91,-833.13,TRUE
583,40.6,"Strittmatter, Warren James",5,Neurology,43,-610.26,-1432.76,TRUE
584,40.4,"Swaminathan, Madhav",0,Anesthesiology,2,1714.62,-905.70,TRUE
585,40.0,"Tong, Betty Caroline",0,Surgery,68,1987.57,-549.20,TRUE
586,41.2,"Fontes, Manuel Lopes",0,Anesthesiology,2,749.78,-1426.22,TRUE
587,40.4,"Cherry, Anne",5,Anesthesiology,2,-747.87,-1695.53,TRUE
588,41.2,"Arora, Ashish",11,Fuqua School of Business,30,-865.51,-2397.84,TRUE
589,40.8,"Belenzon, Sharon",11,Fuqua School of Business,30,-973.92,-2568.79,TRUE
590,40.0,"Arshavsky, Vadim Yurjevich",2,Ophthalmology,45,1987.08,-1857.16,TRUE
591,40.0,"Farsiu, Sina",7,Ophthalmology,45,228.93,2354.80,TRUE
592,40.6,"Caron, Marc G.",2,Cell Biology,10,2434.91,-1465.11,TRUE
593,40.8,"Rebrik, Tatiana I",5,Ophthalmology,45,-1775.30,-2548.48,TRUE
594,40.2,"Izatt, Joseph A.",7,Biomedical Engineering,8,69.30,2896.47,TRUE
595,41.5,"Aryal, Shambhu",10,Medicine,39,734.70,1396.18,TRUE
596,42.7,"Asher, Steven R.",10,Psychology and Neuroscience,56,-332.74,1622.33,TRUE
597,50.4,"Ashley, Patricia Lynn",4,Pediatrics,48,-3709.31,-3683.92,TRUE
598,41.2,"Bidegain, Margarita",0,Pediatrics,48,1123.08,-224.98,TRUE
599,41.3,"Cotten, Charles Michael",6,Pediatrics,48,1031.63,2772.04,TRUE
600,42.7,"Krishnan, K. Ranga Rama",6,Psychiatry & Behavioral Sciences,55,1360.55,1836.60,TRUE
601,40.0,"MacFall, James R.",1,Radiology,58,2637.87,2023.29,TRUE
602,41.9,"Steffens, David Carl",6,Psychiatry & Behavioral Sciences,55,1257.61,2680.44,TRUE
603,41.7,"Brummett, Beverly H.",6,Psychiatry & Behavioral Sciences,55,454.19,2274.49,TRUE
604,40.8,"Siegler, Ilene C.",6,Psychiatry & Behavioral Sciences,55,532.12,3051.88,TRUE
605,40.6,"Williams Jr., Redford B.",0,Psychiatry & Behavioral Sciences,55,319.87,2051.59,TRUE
