id,author,department,dept_id
2163,"Merwin, Elizabeth",School of Nursing,63
2164,"Metjian, Ara Dickran",Medicine,39
2165,"Metjian, Hilda Morillas",Medicine,39
2166,"Meyer, William Steven",Psychiatry & Behavioral Sciences,55
2167,"Mignolo, Walter",Literature,34
2168,"Mikkelsen, Maiken",Electrical and Computer Engineering,26
2169,"Miller, Ezra",Mathematics,36
2170,"Mirovitskaya, Natalia S.",Sanford School of Public Policy,61
2171,"Misra, Uma Kant",Pathology,47
2172,"Mitchell, Thomas Greenfield",Molecular Genetics and Microbiology,40
2173,"Rausher, Mark D.",Biology,7
2174,"Mohanan, Manoj",Sanford School of Public Policy,61
2175,"Nowicki, Stephen",Biology,7
2176,"Moosa, Ebrahim E.I.",Religious Studies,59
2177,"Moreton, Patrick Shamus",Fuqua School of Business,30
2178,"Seigler, Hilliard Foster",Surgery,68
2179,"Moskovitz, Cary",Thompson Writing Program,70
2180,"Valiga, Theresa Mary",School of Nursing,63
2181,"Wood, Kathryn Alice",School of Nursing,63
2182,"Mottahedeh, Negar",Literature,34
2183,"MUASHER, LISA COATES",Obstetrics and Gynecology,44
2184,"Muasher, Suheil Jamil",Obstetrics and Gynecology,44
2185,"Raburn, Douglas Joe",Obstetrics and Gynecology,44
2186,"Mukhin, Alexey Gennadyevich",Psychiatry & Behavioral Sciences,55
2187,"Munger, Michael C.",Political Science,52
2188,"Munne, Joan",Romance Studies,60
2189,"Murdoch, David Martin",Medicine,39
2190,"Murphy, Thomas Miles",Pediatrics,48
2191,"Murray, Allen Bradshaw",Earth and Ocean Sciences,23
2192,"Murray, Maureen Elizabeth",Psychiatry & Behavioral Sciences,55
2193,"Musalem, Andres",Fuqua School of Business,30
2194,"Musser, Robert Clayton",Medicine,39
2195,"Nadler, J. Victor",Pharmacology & Cancer Biology,49
2196,"Neal, Katherine Nicole",Medicine,39
2197,"Neander, Karen",Philosophy,50
2198,"O'Meara, Wendy P",Medicine,39
2199,"Nevidjon, Brenda Marion",School of Nursing,63
2200,"Pizer, Billy",Sanford School of Public Policy,61
2201,"Summers, Scott Andrew",Medicine,39
2202,"Ng, Lenhard Lee",Mathematics,36
2203,"Nijhout, H. Frederik",Biology,7
2204,"Nolen, James H.",Mathematics,36
2205,"Noonan, Devon",School of Nursing,63
2206,"Noor, Juliet",Biology,7
2207,"Noor, Mohamed A. F.",Biology,7
2208,"Norberg, Jakob",Germanic Languages,31
2209,"Norton II, John Norman",Pathology,47
2210,"O'berski, Jay",Theater Studies,69
2211,"Olson, Mark",Art,3
2212,"Olson, Ronald Paul",Community and Family Medicine,14
2213,"Park, Chan Woo",Surgery,68
2214,"O'Neill, Lynn Bunch",Medicine,39
2215,"Ong, Sin Tiong",Medicine,39
2216,"Onken, Jane Elizabeth",Medicine,39
2217,"Onwuemene, Oluwatoyosi Adefunke",Medicine,39
2218,"O'Rand, Angela M.",Sociology,66
2219,"Orbach, Michael K.",Marine Science and Conservation,35
2220,"Paat, John Joseph",Medicine,39
2221,"Reynolds, John Michael",Medicine,39
2222,"Pan, Wei",School of Nursing,63
2223,"Pan, William Kuang-Yao",Environmental Sciences and Policy,28
2224,"Panigrahi, Debmalya",Computer Science,15
2225,"Paredes, Liliana",Romance Studies,60
2226,"Parkerson Jr., George R.",Community and Family Medicine,14
2227,"Patel, Bhavik Natvar",Radiology,58
2228,"Patierno, Steven",Medicine,39
2229,"Patton, Andrew J.",Economics,24
2230,"Sullivan, Daniel Carl",Radiology,58
2231,"Pearson, Jay A.",Sanford School of Public Policy,61
2232,"Pei, Zhen-Ming",Biology,7
2233,"Peirce, J. Jeffrey",Civil and Environmental Engineering,12
2234,"Pekec, Aleksandar",Fuqua School of Business,30
2235,"Pena, Loren del Mar",Pediatrics,48
2236,"Peretto, Pietro F.",Economics,24
2237,"Toffaletti, Dena L.",Medicine,39
2238,"Perkins, Jennifer Marie",Medicine,39
2239,"Perlman, Adam I",Medicine,39
2240,"Perz-Edwards, Robert",Cell Biology,10
2241,"Reedy, Michael K.",Cell Biology,10
2242,"Peterson, Cecily Karen",Medicine,39
2243,"Robertson, Sue Jinks",Molecular Genetics and Microbiology,40
2244,"Petroski, Henry",Civil and Environmental Engineering,12
2245,"Petters, Arlie O.",Mathematics,36
2246,"Pfau, Thomas",English,27
2247,"Pimm, Stuart L.",Environmental Sciences and Policy,28
2248,"Pipkin, Clare Alexandra",Dermatology,18
2249,"Pitts Jr., Monte Bryan",History,32
2250,"Sudan, Ranjan",Surgery,68
2251,"Portier-Young, Anathea",Divinity School,20
2252,"Poss, Kenneth Daniel",Cell Biology,10
2253,"Poulsen, John Randolph",Environmental Sciences and Policy,28
2254,"Powers, David Bryan",Surgery,68
2255,"Powery, Luke",Divinity School,20
2256,"Schomberg, David William",Obstetrics and Gynecology,44
2257,"Pryer, Kathleen M.",Biology,7
2258,"Robinson, David T.",Fuqua School of Business,30
2259,"Puri, Puja Kumari",Pathology,47
2260,"Purves, Dale",Duke Institute for Brain Sciences,22
2261,"Quilligan, Maureen",English,27
2262,"Rabiner, David",Psychology and Neuroscience,56
2263,"Raghavachari, Sridhar",Neurobiology,42
2264,"Raghunathan, Karthik",Anesthesiology,2
2265,"Ramaswamy, Sumathi",History,32
2266,"Rampini, Adriano A.",Fuqua School of Business,30
2267,"Viswanathan, S.",Fuqua School of Business,30
2268,"Ray, Tracy Reece",Orthopaedics,46
2269,"Reeves, Galen",Electrical and Computer Engineering,26
2270,"Reeves, Martha",Sociology,66
2271,"Rego, Marcia",Thompson Writing Program,70
2272,"Reif, John H.",Computer Science,15
2273,"Reinhardt, Richard Lee",Immunology,33
2274,"Reuter Rice, Karin Eve",School of Nursing,63
2275,"Reynolds, James F.",Environmental Sciences and Policy,28
2276,"Reynolds, Julie",Biology,7
2277,"Thompson Jr., Robert J",Psychology and Neuroscience,56
2278,"Ross, Allison Kinder",Anesthesiology,2
2279,"Riggsbee, Jan",Education,25
2280,"Wynn, Susan",Education,25
2281,"Roberts, James W.",Economics,24
2282,"Robertson, Allison Gilbert",Psychiatry & Behavioral Sciences,55
2283,"Robisheaux, Thomas",History,32
2284,"Rodger, Susan H.",Computer Science,15
2285,"Roizen, Jennifer Lyn",Chemistry,11
2286,"Roos, Justus Erasmus",Radiology,58
2287,"Roselle, Laura",DeWitt Wallace Center for Media and Democracy,19
2288,"Stiber, Jonathan Andrew",Medicine,39
2289,"Rosette, Ashleigh Shelby",Fuqua School of Business,30
2290,"Ross, Elizabeth Fromm",Community and Family Medicine,14
2291,"Roth, Christopher John",Radiology,58
2292,"Roth, Susan",Psychology and Neuroscience,56
2293,"Roth, Virginia Louise",Biology,7
2294,"Smith, Kathleen Kovalevski",Biology,7
2295,"Rowe, C. Kavin",Divinity School,20
2296,"Roy, Christopher P.",Chemistry,11
2297,"Rubio-Ramirez, Juan F.",Economics,24
2298,"Ruef, Martin",Sociology,66
2299,"Ruppert, Phillip D.",Psychiatry & Behavioral Sciences,55
2300,"Rydin-Gray, Sofia",Psychiatry & Behavioral Sciences,55
2301,"Ryser, Marc Daniel",Mathematics,36
2302,"Saban, Daniel Raphael",Ophthalmology,45
2303,"Sadowski, Philipp",Economics,24
2304,"Sanders, Seth G.",Economics,24
2305,"Sanford, David H.",Philosophy,50
2306,"Sanoff, Scott L",Medicine,39
2307,"Schmid, Amy K.",Biology,7
2308,"Schmid, Lukas M.",Fuqua School of Business,30
2309,"Schoen, Chadmark L.",Mathematics,36
2310,"Scholberg, Kate",Physics,51
2311,"Walter, Christopher",Physics,51
2312,"Schultz, Thomas Fred",Marine Science and Conservation,35
2313,"Schwendimann, Rene",School of Nursing,63
2314,"Scovazzi, Guglielmo",Civil and Environmental Engineering,12
2315,"Seaman, William",Art,3
2316,"Shah, Purnima",Dance,17
2317,"Shang, Kevin H.",Fuqua School of Business,30
2318,"Shapiro - Garza, Elizabeth",Environmental Sciences and Policy,28
2319,"Sharma, Poonam",Medicine,39
2320,"Sharp, Jack Kevin",Pediatrics,48
2321,"Shaw, A. Jonathan",Biology,7
2322,"Sheets, Charles Z",Community and Family Medicine,14
2323,"Shenolikar, Shirish",Psychiatry & Behavioral Sciences,55
2324,"Sherrier, Robert Henry",Radiology,58
2325,"Sherwood, Nina Tang",Biology,7
2326,"Sidhu, Kulbir",Radiation Oncology,57
2327,"Siedow, James N.",Biology,7
2328,"Siegel, David Aaron",Political Science,52
2329,"Silliman, Brian Reed",Marine Science and Conservation,35
2330,"Silverblatt, Irene",Cultural Anthropology,16
2331,"Sinnott-Armstrong, Walter",Philosophy,50
2332,"Sitkin, Sim B.",Fuqua School of Business,30
2333,"Smith, Barbara H.",Literature,34
2334,"Snyderman, Ralph",Medicine,39
2335,"So, Anthony",Sanford School of Public Policy,61
2336,"Sobolewski, Craig Joseph",Obstetrics and Gynecology,44
2337,"Somjen, George G.",Cell Biology,10
2338,"Voyvodic, James Turner",Radiology,58
2339,"Song, Jing-Sheng",Fuqua School of Business,30
2340,"Zipkin, Paul H.",Fuqua School of Business,30
2341,"Sosin, Joshua D.",Classical Studies,13
2342,"Spector, Andrew",Neurology,43
2343,"Stallings, Amy Polen",Pediatrics,48
2344,"Starmer, Charles F.",Biostatistics & Bioinformatics,9
2345,"Steinberg, David Marc",Pathology,47
2346,"Stephens, Kristen R.",Education,25
2347,"Stern, Mark A.",Mathematics,36
2348,"Stern, Philip J.",History,32
2349,"Stiff-Roberts, Adrienne",Electrical and Computer Engineering,26
2350,"Stiles, Kristine",Art,3
2351,"Sullivan, Beth Ann",Molecular Genetics and Microbiology,40
2352,"Sun, Tai-ping",Biology,7
2353,"Sun, Xiaobai",Computer Science,15
2354,"Supko, John Peter",Music,41
2355,"Swinney, Robert P",Fuqua School of Business,30
2356,"Tang, Shenglan",Medicine,39
2357,"Tatum, Gregory Howard",Pediatrics,48
2358,"Yildirim, Huseyin",Economics,24
2359,"Taylor, Steve M",Medicine,39
2360,"Teitsworth, Stephen W.",Physics,51
2361,"Tesson Jr., Alan Ray",Medicine,39
2362,"Thomann, Wayne R.",Community and Family Medicine,14
2363,"Thomas, Cathy Wall",Anesthesiology,2
2364,"Thomas, John E.",Physics,51
2365,"Thorne, Susan",History,32
2366,"Tiryakian, Edward A.",Sociology,66
2367,"Toffaletti, John Griffith",Pathology,47
2368,"Toniolo, Gianni",Economics,24
2369,"Virshup, David Marc",Pediatrics,48
2370,"Torgovnick, Marianna",English,27
2371,"Trivedi, Kishor S.",Electrical and Computer Engineering,26
2372,"Trotter, Kathryn Jane",School of Nursing,63
2373,"Tuna, Mustafa Ozgur",Slavic and Eurasian Studies,64
2374,"Turner, Elizabeth Louise",Biostatistics & Bioinformatics,9
2375,"Ulshen, Martin Howard",Pediatrics,48
2376,"Uyenoyama, Marcy K.",Biology,7
2377,"Vaisey, Stephen Bradley",Sociology,66
2378,"Vallero, Daniel",Pratt School of Engineering,53
2379,"Varas Greene, Luis Felipe",Fuqua School of Business,30
2380,"Vashishtha, Rahul",Fuqua School of Business,30
2381,"Velkey, John Matthew",Cell Biology,10
2382,"Venkatasubramani, Narayanan",Pediatrics,48
2383,"Vincent, Jeffrey R.",Environmental Sciences and Policy,28
2384,"Virgin, Lawrence N.",Mechanical Engineering and Materials Science,37
2385,"Witelski, Thomas Peter",Mathematics,36
2386,"Vithala, Madhuri Venkata",Medicine,39
2387,"Vogel, Steven",Biology,7
2388,"Volkan, Pelin Cayirlioglu",Biology,7
2389,"Von Ramm, Olaf T.",Biomedical Engineering,8
2390,"Waeber, Jacqueline Rebecca",Music,41
2391,"Wagner, J. Ross",Divinity School,20
2392,"Wall, Christine Elizabeth",Evolutionary Anthropology,29
2393,"Wang, Qiu",Chemistry,11
2394,"Wechsler, Stephanie Burns",Pediatrics,48
2395,"Wei, Yehua",Fuqua School of Business,30
2396,"Wernegreen, Jennifer Jo",Environmental Sciences and Policy,28
2397,"West, Jennifer L",Biomedical Engineering,8
2398,"Whitener, Stephanie Kay",Anesthesiology,2
2399,"Whitt, Irene",Medicine,39
2400,"Whorton, Augustus Richard",Pharmacology & Cancer Biology,49
2401,"Widenhoefer, Ross A.",Chemistry,11
2402,"Wigfall, Delbert Raye",Pediatrics,48
2403,"Wilbourn, Makeba Parramore",Psychology and Neuroscience,56
2404,"Williams, Blythe A.",Evolutionary Anthropology,29
2405,"Wilson, Ara",Women's Studies,71
2406,"Wilson, John",Sociology,66
2407,"Wilson, William G.",Biology,7
2408,"Winkler, Robert L.",Fuqua School of Business,30
2409,"Wirzba, Norman",Divinity School,20
2410,"Wong, David B.",Philosophy,50
2411,"Wong, Fulton",Ophthalmology,45
2412,"Wood, Kris Cameron",Pharmacology & Cancer Biology,49
2413,"Woodward, Julia Taylor",Psychiatry & Behavioral Sciences,55
2414,"Wu, Yuan",Biostatistics & Bioinformatics,9
2415,"Xu, Yi",Economics,24
2416,"Yang, Chung-Hui",Neurobiology,42
2417,"Yang, Xiaowei",Computer Science,15
2418,"Yap, Tracey Lee-Ann",School of Nursing,63
2419,"Yin, Henry",Psychology and Neuroscience,56
2420,"Yokoyama, Kenichi",Biochemistry,6
2421,"York, John David",Pharmacology & Cancer Biology,49
2422,"Zavlanos, Michail",Mechanical Engineering and Materials Science,37
2423,"Zhang, Xuefeng",Pathology,47
2424,"Zychowicz, Michael Edward",School of Nursing,63
